species,treatment,replicate,row,column,sp_rep,genotype,fragment,month,bw_raw,bw_initial_raw
pdae,pellets,3,B,1,4,4,30,3,13.582,12.933
pdae,pellets,3,D,4,7,5,18,3,9.444,9.32
pdae,pellets,3,E,3,9,5,49,3,10.205,9.999
pdae,pellets,4,A,5,2,1,14,3,10.213,10.022
pdae,pellets,4,C,10,6,1,32,3,12.486,12.314
pdae,pellets,4,C,4,5,2,4,3,11.923,10.811
pdae,pellets,4,D,10,8,2,48,3,8.213,7.842
pdae,pellets,4,D,4,7,3,9,3,10.866,10.875
pdae,pellets,4,E,3,9,3,37,3,11.611,10.793
pdae,pellets,4,B,1,4,4,14,3,8.573,8.435
pdae,pellets,4,A,1,1,4,26,3,17.127,16.953
pdae,pellets,4,A,7,3,5,15,3,7.259,7.171
pdae,pellets,4,E,10,10,5,30,3,9.714,9.647
plut,control,1,B,8,4,1,34,3,14.20789494,12.193
plut,control,1,A,2,1,2,34,3,11.294,10.916
plut,control,1,B,5,3,2,44,3,12.824,11.768
plut,control,1,D,2,7,3,17,3,10.411,9.145
plut,control,1,C,5,6,3,30,3,12.37989494,11.167
plut,control,1,B,9,5,3,32,3,9.065,8.537
plut,control,1,E,5,10,4,6,3,12.892,12.041
plut,control,1,D,9,9,4,19,3,10.356,9.924
plut,control,1,D,6,8,5,14,3,11.664,10.541
plut,control,1,A,10,2,5,16,3,9.485,8.841
plut,control,2,A,10,2,1,3,3,9.91,9.154
plut,control,2,B,9,5,2,29,3,10.513,10.183
plut,control,2,E,5,10,2,46,3,8.361,7.853
plut,control,2,D,9,9,3,1,3,10.397,9.964
plut,control,2,A,2,1,3,16,3,8.305,7.596
plut,control,2,B,5,3,3,25,3,10.287,9.628
plut,control,2,D,6,8,4,7,3,8.722,8.537
plut,control,2,B,8,4,4,20,3,10.218,9.314
plut,control,2,C,5,6,5,2,3,12.937,12.454
plut,control,2,D,2,7,5,21,3,8.76,8.332
plut,control,3,B,9,5,1,6,3,10.356,9.083
plut,control,3,A,10,2,1,8,3,10.122,9.182
plut,control,3,C,5,6,2,20,3,9.569,8.71
plut,control,3,D,6,8,2,31,3,8.401,7.552
plut,control,3,B,8,4,3,22,3,10.767,9.54
plut,control,3,E,5,10,3,56,3,12.291,10.529
plut,control,3,A,2,1,4,8,3,7.87,7.409
plut,control,3,D,2,7,4,9,3,15.016,10.986
plut,control,3,D,9,9,5,8,3,10.013,9.073
plut,control,3,B,5,3,5,23,3,11.378,10.296
plut,control,4,B,8,4,1,28,3,9.339894942,8.144
plut,control,4,B,9,5,2,18,3,9.524,8.937
plut,control,4,D,6,8,2,19,3,10.612,9.675
plut,control,4,B,5,3,3,24,3,10.182,9.076
plut,control,4,D,2,7,3,43,3,9.157894942,8.529
plut,control,4,C,5,6,3,59,3,10.199,8.483
plut,control,4,D,9,9,4,29,3,16.166,14.646
plut,control,4,A,10,2,4,40,3,6.609,6.207
plut,control,4,E,5,10,5,26,3,16.999,15.196
plut,control,4,A,2,1,5,37,3,9.147894942,8.885
plut,dissolved,1,D,6,8,1,26,3,10.583,9.26
plut,dissolved,1,B,5,3,1,32,3,12.25189494,10.091
plut,dissolved,1,A,2,1,2,39,3,12.242,11.594
plut,dissolved,1,C,5,6,2,45,3,9.735,9.097
plut,dissolved,1,A,10,2,3,38,3,10.408,9.858
plut,dissolved,1,E,5,10,3,57,3,14.371,12.641
plut,dissolved,1,B,8,4,4,3,3,14.902,13.285
plut,dissolved,1,B,9,5,4,25,3,10.11,9.235
plut,dissolved,1,D,9,9,5,3,3,11.913,11.231
plut,dissolved,1,D,2,7,5,12,3,10.85989494,9.961
plut,dissolved,2,D,9,9,1,10,3,8.990894942,7.371
plut,dissolved,2,D,6,8,1,17,3,10.40289494,8.275
plut,dissolved,2,A,2,1,2,24,3,12.129,11.729
plut,dissolved,2,A,10,2,2,52,3,7.455,7.096
plut,dissolved,2,B,5,3,3,4,3,9.996,9.122
plut,dissolved,2,D,2,7,3,29,3,11.51589494,10.233
plut,dissolved,2,C,5,6,4,1,3,11.613,10.077
plut,dissolved,2,E,5,10,4,24,3,11.727,10.231
plut,dissolved,2,B,9,5,5,7,3,11.166,10.13
plut,dissolved,2,B,8,4,5,15,3,11.654,10.871
plut,dissolved,3,D,6,8,1,31,3,9.754,8.517
plut,dissolved,3,A,2,1,2,13,3,8.919,8.644
plut,dissolved,3,D,9,9,2,22,3,8.878,8.484
plut,dissolved,3,A,10,2,3,18,3,8.055,7.616
plut,dissolved,3,D,2,7,3,44,3,12.808,11.631
plut,dissolved,3,B,5,3,4,38,3,11.789,10.562
plut,dissolved,3,C,5,6,4,43,3,11.552,10.376
plut,dissolved,3,B,8,4,5,29,3,12.596,11.838
plut,dissolved,3,B,9,5,5,33,3,9.235894942,8.488
plut,dissolved,3,E,5,10,5,51,3,14.815,13.088
plut,dissolved,4,A,10,2,1,20,3,9.455,8.924
plut,dissolved,4,B,5,3,2,9,3,10.345,9.268
plut,dissolved,4,A,2,1,2,21,3,9.966,9.401
plut,dissolved,4,C,5,6,3,9,3,10.315,9.765
plut,dissolved,4,D,2,7,3,37,3,10.894,9.544
plut,dissolved,4,E,5,10,4,34,3,10.672,9.563
plut,dissolved,4,B,9,5,4,35,3,11.314,10.47
plut,dissolved,4,B,8,4,5,25,3,8.766,7.974
plut,dissolved,4,D,6,8,5,34,3,8.3873,7.469
plut,dissolved,4,D,9,9,5,35,3,10.347,9.519
plut,fish,1,A,10,2,1,5,3,13.095,12.187
plut,fish,1,B,8,4,1,35,3,13.405,11.654
plut,fish,1,B,9,5,2,16,3,13.112,12.47
plut,fish,1,A,2,1,2,38,3,10.873,10.277
plut,fish,1,D,2,7,3,11,3,11.247,10.048
plut,fish,1,B,5,3,3,15,3,11.929,10.345
plut,fish,1,E,5,10,4,13,3,11.072,9.683
plut,fish,1,C,5,6,4,17,3,14.312,12.724
plut,fish,1,D,9,9,5,5,3,11.456,10.536
plut,fish,1,D,6,8,5,6,3,9.942,9.112
plut,fish,2,E,5,10,1,7,3,10.73689494,8.893
plut,fish,2,A,10,2,1,18,3,12.384,10.832
plut,fish,2,A,2,1,2,17,3,12.838,12.337
plut,fish,2,B,9,5,2,43,3,10.379,9.584
plut,fish,2,D,2,7,3,2,3,12.088,11.345
plut,fish,2,B,5,3,3,55,3,12.559,11.106
plut,fish,2,C,5,6,4,4,3,10.573,9.62
plut,fish,2,D,9,9,4,23,3,11.085,9.996
plut,fish,2,D,6,8,5,11,3,17.591,15.002
plut,fish,2,B,8,4,5,19,3,9.833,9.244
plut,fish,3,B,8,4,1,13,3,8.342,7.407
plut,fish,3,D,9,9,2,5,3,12.846,12.421
plut,fish,3,E,5,10,2,26,3,8.683,7.754
plut,fish,3,B,5,3,3,47,3,11.048,9.584
plut,fish,3,A,10,2,3,49,3,7.74,7.155
plut,fish,3,B,9,5,3,54,3,8.535,8.15
plut,fish,3,C,5,6,4,31,3,10.031,8.757
plut,fish,3,A,2,1,4,41,3,14.684,13.61
plut,fish,3,D,6,8,5,46,3,12.208,10.717
plut,fish,3,D,2,7,5,53,3,9.169,8.169
plut,fish,4,A,10,2,1,2,3,11.133,10.053
plut,fish,4,E,5,10,2,1,3,13.899,13.034
plut,fish,4,B,8,4,2,51,3,9.608,9.081
plut,fish,4,A,2,1,3,27,3,8.977,8.25
plut,fish,4,D,2,7,3,64,3,9.963,9.136
plut,fish,4,D,9,9,4,32,3,8.632,8.193
plut,fish,4,B,9,5,4,54,3,12.044,11.424
plut,fish,4,C,5,6,5,24,3,10.278,9.174
plut,fish,4,D,6,8,5,43,3,12.408,10.998
plut,fish,4,B,5,3,5,50,3,12.648,12.101
plut,livefeeds,1,D,6,8,1,9,3,11.93389494,9.952
plut,livefeeds,1,A,10,2,1,33,3,11.558,10.742
plut,livefeeds,1,D,2,7,2,10,3,7.139,6.764
plut,livefeeds,1,C,5,6,2,37,3,8.805,8.123
plut,livefeeds,1,E,5,10,3,7,3,9.982,9.231
plut,livefeeds,1,B,5,3,3,42,3,10.236,9.068
plut,livefeeds,1,D,9,9,4,21,3,8.312,7.969
plut,livefeeds,1,B,9,5,4,26,3,11.141,10.581
plut,livefeeds,1,B,8,4,5,9,3,9.425,8.545
plut,livefeeds,1,A,2,1,5,18,3,10.03,9.633
plut,livefeeds,2,A,10,2,1,12,3,10.272,9.438
plut,livefeeds,2,B,8,4,1,22,3,11.071,9.716
plut,livefeeds,2,D,6,8,2,8,3,9.753,9.07
plut,livefeeds,2,D,2,7,2,27,3,11.621,10.916
plut,livefeeds,2,B,5,3,3,13,3,9.307,8.009
plut,livefeeds,2,A,2,1,3,46,3,10.011,9.483
plut,livefeeds,2,B,9,5,4,11,3,13.548,12.88
plut,livefeeds,2,C,5,6,4,15,3,10.145,9.209
plut,livefeeds,2,D,9,9,5,1,3,10.12789494,9.32
plut,livefeeds,2,E,5,10,5,22,3,9.435,8.548
plut,livefeeds,3,B,8,4,1,14,3,9.117,7.939
plut,livefeeds,3,B,5,3,2,28,3,11.061,10.437
plut,livefeeds,3,D,6,8,2,36,3,7.248,7.028
plut,livefeeds,3,B,9,5,3,8,3,9.657,9.022
plut,livefeeds,3,D,2,7,3,14,3,9.967,8.8
plut,livefeeds,3,C,5,6,3,34,3,10.34089494,8.64
plut,livefeeds,3,E,5,10,4,39,3,17.353,15.639
plut,livefeeds,3,A,10,2,4,55,3,10.858,10.41
plut,livefeeds,3,D,9,9,5,27,3,10.058,9.554
plut,livefeeds,3,A,2,1,5,36,3,15.693,13.81
plut,livefeeds,4,A,10,2,1,30,3,8.158,7.576
plut,livefeeds,4,B,8,4,2,23,3,13.713,13.399
plut,livefeeds,4,B,5,3,2,47,3,14.262,13.38
plut,livefeeds,4,B,9,5,3,10,3,8.882,8.356
plut,livefeeds,4,D,2,7,3,19,3,9.841,8.761
plut,livefeeds,4,C,5,6,3,35,3,9.141,7.853
plut,livefeeds,4,A,2,1,4,50,3,10.127,9.448
plut,livefeeds,4,D,9,9,4,58,3,11.031,10.728
plut,livefeeds,4,E,5,10,5,38,3,8.748,7.847
plut,livefeeds,4,D,6,8,5,39,3,12.357,11.293
plut,mix,1,D,6,8,1,1,3,12.77789494,10.781
plut,mix,1,B,9,5,1,24,3,13.111,11.748
plut,mix,1,A,10,2,2,3,3,8.689,8.478
plut,mix,1,E,5,10,2,40,3,7.867894942,7.421
plut,mix,1,D,2,7,3,6,3,9.306,8.622
plut,mix,1,A,2,1,3,36,3,10.106,9.824
plut,mix,1,B,8,4,4,2,3,10.149,9.252
plut,mix,1,D,9,9,4,22,3,9.11,8.433
plut,mix,1,C,5,6,5,10,3,13.666,12.206
plut,mix,1,B,5,3,5,17,3,16.20389494,14.966
plut,mix,2,A,10,2,1,19,3,9.568894942,8.801
plut,mix,2,B,5,3,1,25,3,10.872,9.213
plut,mix,2,D,6,8,2,35,3,11.207,7.022
plut,mix,2,C,5,6,2,49,3,10.779,9.743
plut,mix,2,B,8,4,3,26,3,9.105,8.546
plut,mix,2,A,2,1,3,60,3,9.937894942,9.209
plut,mix,2,B,9,5,4,10,3,11.475,11.233
plut,mix,2,D,9,9,4,16,3,12.585,11.93
plut,mix,2,D,2,7,5,4,3,10.129,9.274
plut,mix,2,E,5,10,5,13,3,9.669,8.825
plut,mix,3,A,10,2,1,11,3,8.972,8.208
plut,mix,3,D,9,9,1,15,3,9.362,8.555
plut,mix,3,D,6,8,2,30,3,12.793,11.647
plut,mix,3,B,9,5,2,42,3,10.805,10.499
plut,mix,3,B,5,3,3,12,3,7.992894942,7.241
plut,mix,3,A,2,1,3,23,3,9.215,8.165
plut,mix,3,B,8,4,4,46,3,10.148,9.319
plut,mix,3,D,2,7,4,48,3,17.658,15.987
plut,mix,3,C,5,6,5,49,3,12.803,9.557
plut,mix,3,E,5,10,5,52,3,13.804,12.205
plut,mix,4,A,10,2,1,4,3,12.555,11.282
plut,mix,4,B,5,3,1,16,3,9.933894942,8.387
plut,mix,4,C,5,6,2,14,3,15.637,13.717
plut,mix,4,A,2,1,2,33,3,8.337,8.049
plut,mix,4,E,5,10,3,3,3,10.476,9.607
plut,mix,4,B,9,5,3,62,3,10.694,9.959
plut,mix,4,B,8,4,4,37,3,12.965,12.325
plut,mix,4,D,9,9,4,47,3,8.112,7.671
plut,mix,4,D,6,8,5,28,3,14.155,12.594
plut,mix,4,D,2,7,5,44,3,9.390894942,8.499
plut,pellets,1,E,5,10,1,23,3,10.887,9.412
plut,pellets,1,C,5,6,2,25,3,10.395,9.92
plut,pellets,1,D,2,7,2,50,3,10.18489494,9.687
plut,pellets,1,D,9,9,3,20,3,8.368,7.87
plut,pellets,1,D,6,8,3,28,3,9.602,9.005
plut,pellets,1,B,5,3,3,45,3,10.925,9.652
plut,pellets,1,A,10,2,4,27,3,12.725,12.221
plut,pellets,1,B,8,4,4,33,3,18.651,17.104
plut,pellets,1,B,9,5,5,32,3,11.193,10.351
plut,pellets,1,A,2,1,5,40,3,9.986,9.356
plut,pellets,2,A,10,2,1,21,3,9.423,8.914
plut,pellets,2,D,9,9,2,7,3,8.589,8.029
plut,pellets,2,A,2,1,2,12,3,11.008,10.711
plut,pellets,2,D,6,8,2,41,3,10.931,10.162
plut,pellets,2,B,9,5,3,33,3,9.303,8.714
plut,pellets,2,D,2,7,3,48,3,8.881,8.598
plut,pellets,2,E,5,10,4,51,3,8.866,8.108
plut,pellets,2,B,8,4,4,59,3,10.766,10.3
plut,pellets,2,C,5,6,5,30,3,11.679,10.393
plut,pellets,2,B,5,3,5,45,3,11.227,10.11
plut,pellets,3,A,10,2,1,27,3,8.755,8.325
plut,pellets,3,D,6,8,2,6,3,9.567,8.958
plut,pellets,3,D,2,7,2,11,3,11.032,10.289
plut,pellets,3,A,2,1,3,31,3,11.555,10.122
plut,pellets,3,C,5,6,3,58,3,8.882,8.152
plut,pellets,3,D,9,9,4,30,3,11.055,10.499
plut,pellets,3,B,9,5,4,57,3,10.985,10.232
plut,pellets,3,E,5,10,5,42,3,9.713894942,8.602
plut,pellets,3,B,5,3,5,47,3,15.245,13.74
plut,pellets,3,B,8,4,5,48,3,10.43189494,11.165
plut,pellets,4,D,9,9,1,29,3,13.472,12.739
plut,pellets,4,B,5,3,2,2,3,10.726,10.195
plut,pellets,4,E,5,10,2,32,3,11.727,11.106
plut,pellets,4,D,2,7,3,5,3,9.696,9.475
plut,pellets,4,A,10,2,3,40,3,12.796,12.507
plut,pellets,4,D,6,8,3,41,3,10.50889494,9.838
plut,pellets,4,B,8,4,4,49,3,8.698,8.295
plut,pellets,4,B,9,5,4,52,3,8.295,7.894
plut,pellets,4,C,5,6,5,31,3,10.234,9.661
plut,pellets,4,A,2,1,5,41,3,8.409894942,7.786
pver,control,1,C,9,5,1,24,3,6.336,6.092
pver,control,1,B,2,3,2,41,3,9.941,9.37
pver,control,1,D,7,6,2,49,3,9.288894942,8.799
pver,control,1,E,4,8,3,60,3,7.934,7.498
pver,control,1,E,9,10,3,61,3,8.208,7.689
pver,control,1,A,4,1,4,44,3,11.489,9.898
pver,control,1,E,1,7,4,45,3,14.754,13.937
pver,control,1,A,6,2,4,50,3,10.57289494,8.912
pver,control,1,E,8,9,5,28,3,9.323,8.206
pver,control,1,B,10,4,5,29,3,11.365,10.281
pver,control,2,C,9,5,1,3,3,6.252,6.046
pver,control,2,E,8,9,2,14,3,7.799894942,7.283
pver,control,2,B,10,4,2,21,3,10.164,9.8
pver,control,2,E,9,10,3,26,3,6.855,6.68
pver,control,2,A,6,2,3,34,3,5.136894942,5.233
pver,control,2,D,7,6,3,41,3,7.812,7.461
pver,control,2,A,4,1,4,23,3,8.486,7.462
pver,control,2,E,4,8,4,24,3,6.346894942,5.678
pver,control,2,E,1,7,5,31,3,8.017,7.542
pver,control,2,B,2,3,5,38,3,12.478,8.539
pver,control,3,D,7,6,1,4,3,7.132,6.559
pver,control,3,B,10,4,1,36,3,6.014,5.783
pver,control,3,C,9,5,2,13,3,12.243,8.224
pver,control,3,E,9,10,2,23,3,13.60789494,12.942
pver,control,3,B,2,3,3,11,3,8.295894942,7.879
pver,control,3,E,1,7,3,12,3,9.346,8.971
pver,control,3,A,6,2,4,33,3,9.135,7.951
pver,control,3,E,8,9,4,34,3,10.69,9.075
pver,control,3,E,4,8,5,39,3,6.778,5.955
pver,control,3,A,4,1,5,40,3,7.63,6.79
pver,control,4,D,7,6,1,29,3,9.313,8.439
pver,control,4,C,9,5,1,37,3,4.548,4.409
pver,control,4,A,6,2,2,12,3,8.83,8.348
pver,control,4,E,9,10,2,28,3,14.057,12.445
pver,control,4,B,10,4,3,7,3,13.389,12.993
pver,control,4,E,4,8,3,21,3,12.846,12.39
pver,control,4,E,8,9,4,7,3,8.528,9.845
pver,control,4,B,2,3,4,37,3,9.238,8.175
pver,control,4,A,4,1,5,7,3,16.641,14.974
pver,control,4,E,1,7,5,18,3,10.842,10.275
pver,dissolved,1,E,9,10,1,21,3,7.247,6.855
pver,dissolved,1,A,6,2,2,38,3,12.51189494,11.071
pver,dissolved,1,E,4,8,2,46,3,11.234,10.713
pver,dissolved,1,B,2,3,3,23,3,7.996894942,7.589
pver,dissolved,1,E,8,9,3,35,3,10.01,9.594
pver,dissolved,1,D,7,6,4,35,3,6.58,5.939
pver,dissolved,1,C,9,5,4,40,3,6.945894942,6.092
pver,dissolved,1,E,1,7,4,43,3,9.942,8.819
pver,dissolved,1,A,4,1,5,9,3,9.521,8.762
pver,dissolved,1,B,10,4,5,45,3,12.113,11.332
pver,dissolved,2,C,9,5,1,6,3,6.939,6.551
pver,dissolved,2,B,10,4,1,18,3,6.708,6.282
pver,dissolved,2,D,7,6,2,30,3,12.172,7.925
pver,dissolved,2,E,9,10,2,31,3,6.795,7.587
pver,dissolved,2,A,6,2,3,10,3,8.734,8.238
pver,dissolved,2,E,8,9,3,25,3,10.176,9.588
pver,dissolved,2,E,4,8,4,19,3,9.017894942,7.981
pver,dissolved,2,B,2,3,4,20,3,12.19189494,10.223
pver,dissolved,2,E,1,7,5,2,3,12.834,11.656
pver,dissolved,2,A,4,1,5,15,3,14.80289494,12.478
pver,dissolved,3,E,4,8,1,7,3,10.708,8.966
pver,dissolved,3,B,2,3,1,28,3,5.556,5.195
pver,dissolved,3,E,8,9,2,45,3,10.677,9.912
pver,dissolved,3,A,6,2,2,51,3,7.951,7.454
pver,dissolved,3,C,9,5,3,31,3,7.558,7.358
pver,dissolved,3,B,10,4,3,32,3,8.009,7.834
pver,dissolved,3,D,7,6,4,12,3,9.496894942,8.311
pver,dissolved,3,E,9,10,4,32,3,8.483,7.828
pver,dissolved,3,A,4,1,5,4,3,12.623,11.662
pver,dissolved,3,E,1,7,5,10,3,11.371,10.457
pver,dissolved,4,E,8,9,1,1,3,8.818,7.951
pver,dissolved,4,B,10,4,1,25,3,6.67,6.315
pver,dissolved,4,A,6,2,2,25,3,10.858,9.966
pver,dissolved,4,B,2,3,2,36,3,11.075,10.457
pver,dissolved,4,E,1,7,3,6,3,14.79,14.426
pver,dissolved,4,D,7,6,3,40,3,10.332,9.453
pver,dissolved,4,E,9,10,4,2,3,14.149,12.244
pver,dissolved,4,E,4,8,4,28,3,6.499,5.817
pver,dissolved,4,A,4,1,5,12,3,9.989,8.864
pver,dissolved,4,C,9,5,5,14,3,7.995,7.402
pver,fish,1,B,10,4,1,15,3,7.466,7.138
pver,fish,1,C,9,5,1,20,3,6.561,6.043
pver,fish,1,A,6,2,2,42,3,7.656,6.776
pver,fish,1,E,4,8,2,43,3,7.893,7.245
pver,fish,1,B,2,3,2,50,3,8.696894942,7.966
pver,fish,1,E,1,7,3,57,3,6.618,6.309
pver,fish,1,E,9,10,3,58,3,6.176894942,5.915
pver,fish,1,E,8,9,4,47,3,5.809894942,5.179
pver,fish,1,D,7,6,4,48,3,10.83889494,9.162
pver,fish,1,A,4,1,5,56,3,3.98,3.743
pver,fish,2,C,9,5,1,5,3,6.558,6.145
pver,fish,2,E,8,9,2,9,3,8.101894942,7.28
pver,fish,2,E,1,7,2,15,3,11.292,10.65
pver,fish,2,E,9,10,3,22,3,9.523,9.255
pver,fish,2,D,7,6,3,27,3,9.708894942,9.41
pver,fish,2,B,2,3,3,28,3,11.533,10.904
pver,fish,2,B,10,4,4,10,3,7.297,6.692
pver,fish,2,A,6,2,4,22,3,8.140894942,7.299
pver,fish,2,A,4,1,5,3,3,12.66089494,10.731
pver,fish,2,E,4,8,5,11,3,6.757,6.167
pver,fish,3,C,9,5,1,16,3,9.684,9.002
pver,fish,3,D,7,6,1,32,3,4.814,4.414
pver,fish,3,A,4,1,2,7,3,12.667,11.491
pver,fish,3,E,1,7,2,29,3,11.50089494,10.767
pver,fish,3,B,10,4,3,3,3,10.345,10.035
pver,fish,3,E,8,9,3,4,3,9.313,8.897
pver,fish,3,B,2,3,4,6,3,10.88389494,9.635
pver,fish,3,E,9,10,4,9,3,9.329,8.685
pver,fish,3,A,6,2,5,27,3,12.965,11.409
pver,fish,3,E,4,8,5,36,3,7.342,6.256
pver,fish,4,A,6,2,1,30,3,11.012,10.128
pver,fish,4,B,10,4,1,39,3,10.211,6.577
pver,fish,4,C,9,5,2,20,3,12.931,11.896
pver,fish,4,E,9,10,2,27,3,7.339894942,6.676
pver,fish,4,D,7,6,3,42,3,11.151,10.57
pver,fish,4,E,4,8,3,44,3,11.241,10.674
pver,fish,4,E,8,9,4,8,3,11.549,10.529
pver,fish,4,E,1,7,4,25,3,12.069,11.161
pver,fish,4,A,4,1,5,24,3,7.142,6.549
pver,fish,4,B,2,3,5,43,3,14.07,12.508
pver,livefeeds,1,C,9,5,1,35,3,8.661,7.988
pver,livefeeds,1,A,6,2,2,1,3,12.395,10.951
pver,livefeeds,1,E,8,9,2,22,3,9.097894942,6.583
pver,livefeeds,1,E,9,10,2,35,3,9.531894942,8.725
pver,livefeeds,1,A,4,1,3,15,3,12.125,8.787
pver,livefeeds,1,B,10,4,3,16,3,7.296,7.183
pver,livefeeds,1,E,1,7,4,27,3,5.953,5.31
pver,livefeeds,1,D,7,6,4,41,3,9.711,7.769
pver,livefeeds,1,B,2,3,5,1,3,15.974,13.948
pver,livefeeds,1,E,4,8,5,32,3,6.686,5.959
pver,livefeeds,2,D,7,6,1,2,3,6.251,5.742
pver,livefeeds,2,E,8,9,1,11,3,5.212,4.778
pver,livefeeds,2,A,4,1,2,8,3,9.811894942,8.295
pver,livefeeds,2,A,6,2,2,16,3,20.77389494,16.222
pver,livefeeds,2,E,4,8,3,20,3,7.578894942,7.492
pver,livefeeds,2,B,2,3,3,38,3,6.524,6.227
pver,livefeeds,2,E,1,7,4,21,3,11.816,10.097
pver,livefeeds,2,C,9,5,4,42,3,6.605,7.882
pver,livefeeds,2,B,10,4,5,33,3,5.949,5.611
pver,livefeeds,2,E,9,10,5,34,3,7.387,7.008
pver,livefeeds,3,A,6,2,1,13,3,7.994,6.915
pver,livefeeds,3,D,7,6,1,19,3,13.194,10.999
pver,livefeeds,3,E,4,8,2,4,3,9.819894942,8.424
pver,livefeeds,3,B,2,3,2,32,3,12.323,9.944
pver,livefeeds,3,E,8,9,3,1,3,11.533,11.038
pver,livefeeds,3,E,9,10,3,8,3,10.721,10.31
pver,livefeeds,3,E,1,7,4,13,3,9.421,8.229
pver,livefeeds,3,A,4,1,4,39,3,15.77889494,12.728
pver,livefeeds,3,C,9,5,5,21,3,13.437,12.104
pver,livefeeds,3,B,10,4,5,22,3,8.767,8.157
pver,livefeeds,4,E,8,9,1,33,3,12.722,11.226
pver,livefeeds,4,D,7,6,1,40,3,9.665,7.976
pver,livefeeds,4,A,6,2,2,18,3,12.014,9.591
pver,livefeeds,4,E,4,8,2,19,3,7.792894942,6.612
pver,livefeeds,4,E,9,10,3,39,3,7.726,7.412
pver,livefeeds,4,B,2,3,3,43,3,14.88089494,13.42
pver,livefeeds,4,C,9,5,4,4,3,12.02,10.666
pver,livefeeds,4,B,10,4,4,16,3,12.106,10.982
pver,livefeeds,4,A,4,1,5,13,3,12.061,9.044
pver,livefeeds,4,E,1,7,5,19,3,8.826,7.646
pver,mix,1,E,9,10,1,34,3,5.345,5.192
pver,mix,1,A,4,1,2,40,3,10.45389494,9.604
pver,mix,1,B,2,3,2,47,3,8.808,8.377
pver,mix,1,E,1,7,3,55,3,7.071,6.778
pver,mix,1,E,8,9,3,56,3,5.603894942,5.592
pver,mix,1,B,10,4,3,59,3,6.458,6.245
pver,mix,1,A,6,2,4,46,3,13.532,11.99
pver,mix,1,D,7,6,4,49,3,8.023,6.981
pver,mix,1,E,4,8,5,44,3,10.994,9.474
pver,mix,1,C,9,5,5,57,3,4.483,4.32
pver,mix,2,E,9,10,1,22,3,7.354,6.697
pver,mix,2,B,10,4,2,37,3,7.27,6.691
pver,mix,2,E,1,7,2,44,3,11.827,11.358
pver,mix,2,B,2,3,2,48,3,8.431894942,7.826
pver,mix,2,E,4,8,3,19,3,9.461,8.787
pver,mix,2,A,6,2,3,24,3,10.06189494,9.36
pver,mix,2,A,4,1,4,29,3,6.895,6.262
pver,mix,2,D,7,6,4,30,3,13.394,11.26
pver,mix,2,C,9,5,5,30,3,8.253894942,6.984
pver,mix,2,E,8,9,5,35,3,12.371,10.626
pver,mix,3,C,9,5,1,9,3,10.109,9.361
pver,mix,3,E,8,9,1,14,3,8.456,7.813
pver,mix,3,E,4,8,2,3,3,14.646,12.625
pver,mix,3,B,10,4,2,10,3,9.518,9.023
pver,mix,3,E,9,10,3,13,3,12.701,12.38
pver,mix,3,D,7,6,3,33,3,6.258894942,6.02
pver,mix,3,E,1,7,4,5,3,10.39,9.155
pver,mix,3,A,4,1,4,18,3,9.584,8.149
pver,mix,3,B,2,3,5,16,3,7.252894942,6.509
pver,mix,3,A,6,2,5,41,3,12.871,10.545
pver,mix,4,B,10,4,1,12,3,10.168,9.821
pver,mix,4,C,9,5,1,17,3,5.598,5.267
pver,mix,4,A,6,2,2,2,3,8.443894942,7.317
pver,mix,4,D,7,6,2,39,3,18.636,16.691
pver,mix,4,E,9,10,3,9,3,7.788,7.609
pver,mix,4,E,4,8,3,14,3,15.23289494,14.445
pver,mix,4,E,1,7,4,11,3,10.982,10.141
pver,mix,4,B,2,3,4,26,3,6.887,6.002
pver,mix,4,A,4,1,5,37,3,7.482894942,6.704
pver,mix,4,E,8,9,5,42,3,13.43689494,12.189
pver,pellets,1,C,9,5,1,8,3,9.121,8.627
pver,pellets,1,A,6,2,1,26,3,5.766,5.455
pver,pellets,1,D,7,6,2,17,3,7.321894942,6.65
pver,pellets,1,E,4,8,2,34,3,13.537,12.653
pver,pellets,1,E,9,10,3,2,3,13.275,12.986
pver,pellets,1,E,1,7,3,18,3,6.459894942,6.442
pver,pellets,1,B,10,4,4,17,3,5.927894942,5.532
pver,pellets,1,B,2,3,4,38,3,10.348,9.383
pver,pellets,1,E,8,9,5,17,3,7.398894942,6.872
pver,pellets,1,A,4,1,5,20,3,13.037,11.478
pver,pellets,2,A,6,2,1,10,3,10.292,9.944
pver,pellets,2,D,7,6,1,38,3,5.219,5.064
pver,pellets,2,B,2,3,2,5,3,10.004,9.821
pver,pellets,2,E,1,7,2,24,3,17.235,16.727
pver,pellets,2,B,10,4,3,30,3,na,6.87
pver,pellets,2,E,8,9,3,36,3,na,9.368
pver,pellets,2,E,4,8,4,1,3,13.408,12.987
pver,pellets,2,E,9,10,4,36,3,na,6.359
pver,pellets,2,A,4,1,5,5,3,11.549,11.262
pver,pellets,2,C,9,5,5,23,3,na,4.538
pver,pellets,3,E,9,10,1,27,3,13.727,12.752
pver,pellets,3,C,9,5,1,31,3,4.839,4.624
pver,pellets,3,E,8,9,2,11,3,8.808,8.313
pver,pellets,3,E,1,7,2,33,3,7.409894942,7.065
pver,pellets,3,A,6,2,3,5,3,13.695,13.087
